pl_name,PC1,PC2,PC3,PC4,Cluster_K4,Familia_Planeta
TOI-1824 b,0.8638470126225104,0.9309726393615744,-0.8748836222724022,0.2120701535712759,3,Familia 3 (Población Mayoritaria)
TOI-1836 b,1.5373485287579192,-0.8764166102578161,-1.1177926269480492,-0.8189404989995044,1,Familia 1 (Población Secundaria)
TOI-1836 c,-0.8692337805782965,-2.113793682997402,-0.7848637729753373,-1.38606674867986,1,Familia 1 (Población Secundaria)
TOI-1846 b,-1.5123902492489456,1.6448192025146853,0.144657906586892,0.6082179181593055,3,Familia 3 (Población Mayoritaria)
TOI-1853 b,-1.4545538906920734,-0.8026009507813706,-0.1800972032533104,0.2219850506733854,1,Familia 1 (Población Secundaria)
TOI-1855 b,-1.0358023214668826,-1.854720173584124,-0.0833477473612614,1.3759751348264664,1,Familia 1 (Población Secundaria)
TOI-1859 b,4.79240215288573,0.1731231973172968,2.320361084199885,-0.0815618521921792,0,Familia 0 (Población Intermedia)
TOI-1883 b,-1.2440203280357311,1.0688591044865166,-0.2227998243855738,1.283851923967469,3,Familia 3 (Población Mayoritaria)
TOI-1898 b,3.896514189699155,-0.2598568976746835,1.851044674455153,-0.971603903353118,0,Familia 0 (Población Intermedia)
TOI-1937 A b,-1.2164846984199464,-2.1789397113350084,-0.3736548703154453,0.7054957220303687,1,Familia 1 (Población Secundaria)
TOI-1994 b,1.1073428127416851,-3.836268252896172,1.5179650158836069,-0.7654632500328613,1,Familia 1 (Población Secundaria)
TOI-2000 c,0.3413886832698651,-0.9251420117431688,-0.2040803515543904,1.1150959552178816,1,Familia 1 (Población Secundaria)
TOI-2000 b,-0.8015222019072149,-1.305895871770715,-0.5933823663296329,0.7530471068694925,1,Familia 1 (Población Secundaria)
TOI-2005 b,3.0475032711262937,-2.052363138330394,2.9744580430111225,-0.8585664956913291,0,Familia 0 (Población Intermedia)
TOI-2010 b,6.182570616974965,1.5233068884597878,-0.616893923171585,0.7825725435044474,0,Familia 0 (Población Intermedia)
TOI-2015 b,-1.7730028656541772,2.245890026656707,0.352059749367538,-0.4699296767382355,3,Familia 3 (Población Mayoritaria)
TOI-2019 b,1.1331834640888028,-1.3465026142121015,-0.9446198504675468,0.5692549326512927,1,Familia 1 (Población Secundaria)
TOI-2025 b,1.2132171245442926,-1.6187590302174588,1.9953057891120949,0.0541538168332695,1,Familia 1 (Población Secundaria)
TOI-2031 A b,0.0564502917642269,-1.3213295928122235,-0.1415293009306621,-0.8797672392807449,1,Familia 1 (Población Secundaria)
TOI-2068 b,-0.6628737312828507,1.3543203739769094,0.431683225465807,0.7722887997911756,3,Familia 3 (Población Mayoritaria)
TOI-2084 b,-1.1683748659130837,1.7195515086895343,-0.090143285401559,-0.3141565599777076,3,Familia 3 (Población Mayoritaria)
TOI-2088 b,4.712821642538851,2.073046800433223,-1.85026914872511,1.1931020908969228,0,Familia 0 (Población Intermedia)
TOI-2093 c,1.9986658697671364,2.4326433437889827,-1.1657377705249885,-0.0308047553819093,0,Familia 0 (Población Intermedia)
TOI-2095 b,-0.5147734614903158,2.8270760963172346,-0.5485164921468848,-0.4557166966419783,3,Familia 3 (Población Mayoritaria)
TOI-2095 c,0.0772176177614801,3.0443620864196337,-0.6678645993881761,-0.3849896096407892,3,Familia 3 (Población Mayoritaria)
TOI-2096 b,-1.800615248189761,2.379969809412229,0.872585512417602,0.1892066862822633,3,Familia 3 (Población Mayoritaria)
TOI-2096 c,-1.46635821133762,2.583319933130365,0.4922241563332792,0.2880843767708447,3,Familia 3 (Población Mayoritaria)
TOI-2107 b,-0.8744296901019529,-1.119632647843314,-0.1603859743551793,0.3709924766201303,1,Familia 1 (Población Secundaria)
TOI-2120 b,-1.0655113027360328,2.198052381993221,2.0402582251818515,1.35178919997646,3,Familia 3 (Población Mayoritaria)
TOI-2128 b,0.6657707720595955,0.1520067199448754,-0.9825015204733558,-0.8531923086037524,3,Familia 3 (Población Mayoritaria)
TOI-2134 b,-0.4255981686241786,1.039028703111636,-0.124573863708286,0.3238912189050649,3,Familia 3 (Población Mayoritaria)
TOI-2134 c,4.6491930849406655,2.4886647471322214,3.080942356258451,0.3410202222369212,0,Familia 0 (Población Intermedia)
TOI-2141 b,0.7886110279656482,0.4653422226121023,-0.54885967383909,-0.7894562034333457,3,Familia 3 (Población Mayoritaria)
TOI-2145 b,1.8029235612814496,-3.2722713112679527,0.509309523472149,0.0673185585532297,1,Familia 1 (Población Secundaria)
TOI-2152 A b,0.0214341129171176,-2.7503277025593182,-0.2033447905468648,0.5889059264961235,1,Familia 1 (Población Secundaria)
TOI-2154 b,-0.063668255857296,-1.9978781379033663,0.195677323609446,-0.2127858451574782,1,Familia 1 (Población Secundaria)
TOI-2158 b,0.3907276441422822,-1.6449601287227615,-0.1271049538455695,1.1533250514004736,1,Familia 1 (Población Secundaria)
TOI-2169 A b,0.7429638593886151,-2.175949920274685,-0.4908902764407615,-0.0597608835979751,1,Familia 1 (Población Secundaria)
TOI-2193 A b,-0.760788164894623,-1.9989858184860427,-0.4762197967960295,0.0769535201500387,1,Familia 1 (Población Secundaria)
TOI-2194 b,0.1958542542095408,1.5208276013411823,-0.4780635774443821,-1.2305535869514217,3,Familia 3 (Población Mayoritaria)
TOI-2196 b,-1.365579893946904,-1.4739471927086063,-0.5225136213624834,0.0278407156511993,1,Familia 1 (Población Secundaria)
TOI-2207 b,0.7587581659034779,-1.7642639982390185,0.4420108488362146,0.0860121937696367,1,Familia 1 (Población Secundaria)
TOI-2236 b,-0.1837765344366101,-2.401157774790753,-0.5999754055504848,0.1355947509452313,1,Familia 1 (Población Secundaria)
TOI-2266 b,-2.006859905998407,2.1451735140568187,0.4122658685817414,-0.1477940099710737,3,Familia 3 (Población Mayoritaria)
TOI-2267 c,-1.9374675482465,2.3962042508014485,0.1520092787640207,0.8551950666325634,3,Familia 3 (Población Mayoritaria)
TOI-2267 b,-2.1264433247350847,2.2625958402990887,0.1597288098501862,0.8706497110427599,3,Familia 3 (Población Mayoritaria)
TOI-2274 b,-1.0602342425935778,0.6166782683632828,0.1228274773451867,0.0005182387447117,3,Familia 3 (Población Mayoritaria)
TOI-2295 b,2.749467642491632,-0.7532349360628476,1.212466412089773,0.6379535867800389,0,Familia 0 (Población Intermedia)
TOI-2322 c,0.4872932244300056,1.4618599150903997,-0.8013283582559148,-0.4523277461939387,3,Familia 3 (Población Mayoritaria)
TOI-2322 b,-0.3066557802176589,1.2779449140026418,-0.7172113840402415,-0.7246206271364168,3,Familia 3 (Población Mayoritaria)
TOI-2328 b,0.7801688471645726,0.1438503406098524,-0.3779866705523275,0.2709114273068252,3,Familia 3 (Población Mayoritaria)
TOI-2338 b,2.580723651153884,-0.1922889631050499,3.809610678554421,0.4344167067606116,0,Familia 0 (Población Intermedia)
TOI-2345 b,-1.7857591316143568,-0.1276153469493181,-0.1238970063400182,-0.6990652759959077,3,Familia 3 (Población Mayoritaria)
TOI-2345 c,0.4482593305989509,1.3166832447041164,-0.5575764597168078,-0.5077835839455218,3,Familia 3 (Población Mayoritaria)
TOI-2346 b,-0.1965393122872513,-2.0910293205304824,-0.0037272115264033,-0.2895773643036557,1,Familia 1 (Población Secundaria)
TOI-2364 b,-0.7021432945918084,-0.6847718823070382,-0.4143202591390867,1.0896725850560565,1,Familia 1 (Población Secundaria)
TOI-2368 b,-0.4298235198221739,-0.4023021924187333,-0.005170525628955,0.4811573112504461,1,Familia 1 (Población Secundaria)
TOI-2373 b,0.9498530546611166,-0.7774458017221878,0.1620567737664725,1.0804411411865689,1,Familia 1 (Población Secundaria)
TOI-2374 b,-0.6533098041671871,0.0461616084988119,0.5281105485612906,0.4739063253685948,3,Familia 3 (Población Mayoritaria)
TOI-2379 b,-0.1028847250098718,0.2301411328308131,2.2065138409817533,2.023789528893777,3,Familia 3 (Población Mayoritaria)
TOI-2382 b,0.2149194106506668,-1.925414894373895,0.6228093530867929,0.3934510537062226,1,Familia 1 (Población Secundaria)
TOI-2384 b,-1.3405782245345064,-0.0398127526456654,-0.0869755422445321,1.6754912725023976,3,Familia 3 (Población Mayoritaria)
TOI-2407 b,-1.320059858620909,0.7225021974618363,0.2877781306262441,0.745525447197133,3,Familia 3 (Población Mayoritaria)
TOI-2416 b,0.8572580366008431,-1.327333278357568,1.584455573439006,0.7233939682718883,1,Familia 1 (Población Secundaria)
TOI-2420 b,0.4386770597538398,-2.628865549199021,-0.3591192413648327,0.0178484699102802,1,Familia 1 (Población Secundaria)
TOI-2421 b,-0.127082721348148,-2.2007847764392343,-0.6628029486253698,0.0831913231447264,1,Familia 1 (Población Secundaria)
TOI-2447 b,3.996241852485929,0.9002383413778771,-0.3496867714531005,0.5181472467357701,0,Familia 0 (Población Intermedia)
TOI-2449 b,4.962507979944581,1.361879367064006,-1.153974364685968,0.1279134876352351,0,Familia 0 (Población Intermedia)
TOI-2458 b,-0.458364966182277,-1.277352735483142,-0.152737076364017,-1.093892686121311,1,Familia 1 (Población Secundaria)
TOI-2485 b,0.9224016873513934,-1.5714873239538196,-0.5120497137931417,0.6160325105776484,1,Familia 1 (Población Secundaria)
TOI-2497 b,1.7842341628858842,-3.0671288261260283,0.3178810349444737,-0.4618174983999433,1,Familia 1 (Población Secundaria)
TOI-2498 b,-0.3698406869469768,-1.448321127807593,-0.0190223694469508,0.0087101087499186,1,Familia 1 (Población Secundaria)
TOI-2524 b,-0.0258859804176505,-0.9259739827616664,-0.5892116975093514,0.1517732475825765,1,Familia 1 (Población Secundaria)
TOI-2525 b,1.2141554100463747,0.7566441982483195,0.3375931299850164,0.3967735887429036,3,Familia 3 (Población Mayoritaria)
TOI-2525 c,2.5885727478819174,1.181680878032907,-0.0127508584588328,0.703786983881267,0,Familia 0 (Población Intermedia)
TOI-2529 b,3.878608792635823,-0.1552783075313087,-1.3560202254598923,0.2383397604760186,0,Familia 0 (Población Intermedia)
TOI-2537 b,4.380207777680178,1.8232096154744415,1.028924573660374,0.5506928474429932,0,Familia 0 (Población Intermedia)
TOI-2567 b,0.0984176598862782,-1.918318770331413,-0.6969267046390794,0.2488598259742383,1,Familia 1 (Población Secundaria)
TOI-2570 b,-0.6591206168386878,-1.487009803304819,-0.4410088872806644,0.6237347119896617,1,Familia 1 (Población Secundaria)
TOI-2580 b,-0.1025083015784751,-2.973723693498316,-0.130650438973798,0.3510258796839161,1,Familia 1 (Población Secundaria)
TOI-2583 A b,-0.1583518360127546,-1.9018334599883129,-0.6348608241721384,0.1651828842411325,1,Familia 1 (Población Secundaria)
TOI-2587 A b,0.0471710926664777,-2.0334620577532343,-0.7111136234890201,-0.0993733319823648,1,Familia 1 (Población Secundaria)
TOI-2589 b,4.127138161955876,0.6091780617086023,2.248935053773167,0.2957818128764423,0,Familia 0 (Población Intermedia)
TOI-2641 b,0.1780900984703476,-1.5679823506717103,0.5678456362445788,-0.7795661507519992,1,Familia 1 (Población Secundaria)
TOI-2714 b,-0.3904614014776252,-1.9363440873690336,0.6552102155462621,0.6785761305585518,1,Familia 1 (Población Secundaria)
TOI-2719 b,-0.357606559048813,-1.985143651911376,-0.1875132236612838,0.3306853230416161,1,Familia 1 (Población Secundaria)
NGTS-31 b,-0.22581019193964,-1.4451233650774669,-0.5526703567062938,0.0928876519200474,1,Familia 1 (Población Secundaria)
TOI-2768 b,-1.5481155989482744,0.4326936999324929,-0.0587086264002833,-0.2440372770177728,3,Familia 3 (Población Mayoritaria)
TOI-2796 b,-0.3340891194767327,-1.2025078897560268,-0.484407370996668,0.7858899792285402,1,Familia 1 (Población Secundaria)
TOI-2803 A b,-0.8072183901308826,-2.043676511676181,-0.5142786375914662,-0.3609772153686729,1,Familia 1 (Población Secundaria)
TOI-2818 b,-0.4353433943385265,-1.418342517402879,-0.5246851059756672,-0.1050623778729874,1,Familia 1 (Población Secundaria)
TOI-2842 b,-0.4515744173573025,-1.7338532067701866,-0.5366721534485572,0.5311232870395493,1,Familia 1 (Población Secundaria)
TOI-2876 b,-0.1418954011612032,-0.4111383228127233,0.4096499020023015,1.0267600898453249,1,Familia 1 (Población Secundaria)
TOI-2886 b,-0.6307864935288164,-2.445878655034732,0.3010491139496741,0.7698508880454958,1,Familia 1 (Población Secundaria)
TOI-2969 b,-1.3270277418773595,-0.478548625462752,-0.225019392181059,0.6869442202025323,3,Familia 3 (Población Mayoritaria)
TOI-2977 b,-0.8573852551011872,-1.4630540083556436,-0.4120004080631463,0.1518542666375774,1,Familia 1 (Población Secundaria)
TOI-2981 b,-0.4196206350114195,-1.3739568589148723,-0.2612040658880116,-0.3029376852874128,1,Familia 1 (Población Secundaria)
TOI-2986 b,-0.2228416482738925,-1.9478184176268472,0.3308347227230086,-0.2127006399437511,1,Familia 1 (Población Secundaria)
TOI-2989 b,-0.9751099867484828,-0.2215844869176444,-0.2416039743366865,0.4251421740430033,3,Familia 3 (Población Mayoritaria)
TOI-2992 b,-0.185412126299006,-2.378716174746265,0.0598588320287262,0.0414145866344997,1,Familia 1 (Población Secundaria)
TOI-3023 b,-0.1995848366304802,-2.228881608778634,-0.6164088836174755,-0.0498374142171631,1,Familia 1 (Población Secundaria)
TOI-3071 b,-0.8711586306685593,-2.3504695667570883,0.0803624654697604,0.6164911914265309,1,Familia 1 (Población Secundaria)
TOI-3082 b,-1.3445735243921175,0.1879693550114536,0.2760454240480807,0.4705595643678785,3,Familia 3 (Población Mayoritaria)
TOI-3135 b,-0.1671114729410537,-1.1036303094975328,1.1795049267502826,0.172118093787408,1,Familia 1 (Población Secundaria)
TOI-3160 A b,-0.016871108490015,-1.7356735123412972,0.6295431746393374,-0.6212246141926756,1,Familia 1 (Población Secundaria)
NGTS-27 b,-0.3495671658696602,-2.3271533747651563,-0.6257959019953638,-0.3372930411197468,1,Familia 1 (Población Secundaria)
TOI-3235 b,-1.5880089864310951,1.0650487782196048,0.2032146224883099,1.680531615459486,3,Familia 3 (Población Mayoritaria)
TOI-3261 b,-1.4847634319396827,-1.3952377254262067,-0.4672634539851129,0.0277083537376207,1,Familia 1 (Población Secundaria)
TOI-3288 b,-1.3651444110899915,-0.565765580380237,0.0849994029974507,2.537744287501116,1,Familia 1 (Población Secundaria)
TOI-3321 b,-0.2555929706130405,-1.9850768002084849,-0.2552402697493149,-0.6373103553536916,1,Familia 1 (Población Secundaria)
TOI-3331 A b,-0.9673964582480488,-1.3614783833982111,-0.3356563532472297,0.7073547336550406,1,Familia 1 (Población Secundaria)
TOI-3353.01,-0.3963972593268808,-0.8050373574000554,-0.439809744996922,-0.3068069414978399,1,Familia 1 (Población Secundaria)
TOI-3364 b,0.0993807225867377,-1.8187041229286225,-0.5540903435478973,1.0635859864999209,1,Familia 1 (Población Secundaria)
TOI-3464 b,0.2642794100885591,-2.335591052577151,1.058891246997494,-0.3252919420990047,1,Familia 1 (Población Secundaria)
TOI-3474 b,-0.1506654385563486,-1.6849087661297522,0.3410386903099853,0.2361001538832153,1,Familia 1 (Población Secundaria)
TOI-3486 b,-1.036614468814232,-0.6404676492907957,0.2318347251295267,1.021706998150736,1,Familia 1 (Población Secundaria)
TOI-3493 b,0.246237660800768,-0.6517507939757557,-0.351943359499791,-0.5952046942629924,1,Familia 1 (Población Secundaria)
TOI-3523 A b,-0.5562464091594466,-2.19197320969714,-0.2961341261341009,-1.3299542271893747,1,Familia 1 (Población Secundaria)
TOI-3540 A b,-0.5044565226834938,-1.826155287041448,-0.4476242274291393,0.6237235320736788,1,Familia 1 (Población Secundaria)
TOI-3568 b,-0.8821895204898661,0.2778826951938475,-0.1955433996551497,-0.0021769491305709,3,Familia 3 (Población Mayoritaria)
TOI-3593 b,-0.4045893654625621,-1.0450550045101012,0.3584142514388242,1.323538232005973,1,Familia 1 (Población Secundaria)
TOI-3682 b,0.1549501284892489,-2.561000808511812,0.8602868839477296,0.593658897912125,1,Familia 1 (Población Secundaria)
TOI-3688 A b,-0.4324603084391595,-1.9486176359046763,-0.5057765673506244,0.6904387114040621,1,Familia 1 (Población Secundaria)
TOI-3693 b,-0.0754433784435556,0.0192581132012405,-0.4666223123809223,0.5827401875659189,3,Familia 3 (Población Mayoritaria)
TOI-3757 b,-0.9500440308108248,0.5221982192456536,0.7184035252390526,0.3975633554688035,3,Familia 3 (Población Mayoritaria)
TOI-3785 b,-1.0758069253303253,1.2121941321539773,0.4809024830280636,0.5280337409019106,3,Familia 3 (Población Mayoritaria)
TOI-3807 b,-0.4151269365363087,-2.306569938246675,-0.5050868196332772,0.715885917712639,1,Familia 1 (Población Secundaria)
TOI-3819 b,-0.3074476956256511,-2.3318705448303456,-0.5514602396027319,0.5938975101132269,1,Familia 1 (Población Secundaria)
TOI-3837 b,0.8095601170465251,-0.6976402106616604,0.7144683206821216,-1.0974439609840372,1,Familia 1 (Población Secundaria)
TOI-3856 b,-0.7427722887912522,-1.7202241599154022,0.1838696673111418,1.3505394587219368,1,Familia 1 (Población Secundaria)
TOI-3877 b,0.1221947214372115,-1.8972655021676732,0.8958403259861926,0.3265874088811648,1,Familia 1 (Población Secundaria)
TOI-3884 b,-1.4839535267204265,1.967783382012978,0.315157470576741,0.8029937632372929,3,Familia 3 (Población Mayoritaria)
TOI-3894 b,-0.102525119697361,-1.989875964046317,-0.2747157966930875,-0.1994423148399134,1,Familia 1 (Población Secundaria)
TOI-3912 b,-0.4211181009847062,-1.887948522091768,-0.5502688733608463,0.3489932950886813,1,Familia 1 (Población Secundaria)
TOI-3919 b,0.7513511825602026,-1.557531012791451,1.1509519552975072,0.330689441033142,1,Familia 1 (Población Secundaria)
TOI-3976 A b,0.1746529980202289,-1.6911693780962398,-0.7141994219481367,0.1672942865175611,1,Familia 1 (Población Secundaria)
TOI-3980 b,0.0544259515281509,-2.3177774565950533,0.4735782863447698,0.1184165595965378,1,Familia 1 (Población Secundaria)
TOI-3984 A b,-0.8917068406342505,1.177641540888675,1.3888276219164502,0.9240125724036632,3,Familia 3 (Población Mayoritaria)
TOI-4010 c,-0.5673215728495898,-0.1951879116067037,-0.2605545246668853,1.0304920173797496,3,Familia 3 (Población Mayoritaria)
TOI-4010 d,0.5128295772291808,0.3263408677063507,-0.1677961404027582,1.090728019217819,3,Familia 3 (Población Mayoritaria)
TOI-4010 b,-1.459661549084554,-0.7704367472770286,-0.2059937772278912,0.8356767617100883,1,Familia 1 (Población Secundaria)
TOI-4087 b,-0.561749440929629,-1.6029374534459302,-0.4727445372994822,0.7150147602872348,1,Familia 1 (Población Secundaria)
TOI-4127 b,4.744674555530936,0.0857483839723054,3.6898340548809134,-0.0554266435786795,0,Familia 0 (Población Intermedia)
TOI-4137 b,-0.1993842424736202,-2.153280083609191,-0.5700279762666658,0.3923783535275547,1,Familia 1 (Población Secundaria)
TOI-4145 A b,-0.6992605601898088,-0.5936232691057348,-0.3851853633225022,0.7287535382317125,1,Familia 1 (Población Secundaria)
TOI-4153 b,0.2375360712170693,-2.6342313162880084,-0.3991539581347348,0.6381963357414216,1,Familia 1 (Población Secundaria)
TOI-4155 b,-0.6364464946052313,-0.7745027117896162,-0.1567426275663029,-0.1727172938792614,1,Familia 1 (Población Secundaria)
TOI-4184 b,-1.6716760203036545,2.6007678082180727,0.3717919015125633,-0.4143310768486599,3,Familia 3 (Población Mayoritaria)
HD 35843 c,2.5012663149095644,1.4726104921930097,-0.2979725760107876,-1.200793520003996,0,Familia 0 (Población Intermedia)
TOI-4201 b,-0.9291727427360956,0.0434683788380925,0.1974226920118664,2.266061009801765,3,Familia 3 (Población Mayoritaria)
TOI-4214 b,0.024452472815013,-2.2436367586794,0.5429266848874343,0.4332475301453888,1,Familia 1 (Población Secundaria)
LP 890-9 b,-2.1737021137563746,2.696313937759665,0.356675872418727,0.4958497113901748,3,Familia 3 (Población Mayoritaria)
TOI-4336 A b,-0.6619969090767266,2.5205669947878784,-0.413230059684298,0.6845842337951713,3,Familia 3 (Población Mayoritaria)
TOI-4342 b,-1.0463561972541195,0.9516078210581842,-0.3835041780726019,0.7686947012471971,3,Familia 3 (Población Mayoritaria)
TOI-4342 c,-0.502471135569506,1.290916119307326,-0.5033990569766938,0.7416830264412072,3,Familia 3 (Población Mayoritaria)
TOI-4364 b,-0.7870639630844337,1.545674567935789,1.628365977764675,0.3083389397522739,3,Familia 3 (Población Mayoritaria)
TOI-4377 b,0.636922735349995,-3.8715067449013807,-0.5135615442908227,-0.3706469588548867,1,Familia 1 (Población Secundaria)
TOI-4379 b,0.0416144345402311,-2.957626444399004,-0.5540672490493942,0.025136146779412,1,Familia 1 (Población Secundaria)
TOI-4406 b,2.297161954831495,-0.3844277508262618,-0.1137593660928835,0.0227579524185182,0,Familia 0 (Población Intermedia)
TOI-4438 b,-0.91828010709671,1.9686387333334636,0.5768635585224232,-0.5416885389472808,3,Familia 3 (Población Mayoritaria)
TOI-4443.01,-1.222548659584406,-1.0354746680846687,-0.4981179443595729,-0.440938946403098,1,Familia 1 (Población Secundaria)
TOI-4463 A b,-0.7052876156859902,-1.4295779728667777,-0.4144564480854298,0.8319840578132367,1,Familia 1 (Población Secundaria)
TOI-4465 b,4.8946890150630695,1.2943993257354116,0.0072194172992743,0.196746555783452,0,Familia 0 (Población Intermedia)
TOI-4487 A b,0.0860717114777913,-2.468166671743541,-0.05672782987375,0.3148568962617925,1,Familia 1 (Población Secundaria)
Ross 176 b,-1.0070678406285434,1.7498198230822355,1.3121394112765086,-0.5826014411800327,3,Familia 3 (Población Mayoritaria)
TOI-4495 c,-0.1733666340766356,-1.3962139132520994,-0.5704659744317045,-0.0645786989366462,1,Familia 1 (Población Secundaria)
TOI-4504 c,3.815216792845756,1.213339636894182,-1.1818436205228928,0.9928323293812226,0,Familia 0 (Población Intermedia)
TOI-4504 b,-1.1643744005302852,-0.66725534074535,-0.5077166332875596,0.1256313525369489,1,Familia 1 (Población Secundaria)
TOI-4507 b,4.873138999512546,1.5462820080894857,-1.3313965114416944,-0.2286423341501426,0,Familia 0 (Población Intermedia)
TOI-4515 b,1.46251118086868,0.067935063570348,2.4977919643979707,0.1130149166835861,0,Familia 0 (Población Intermedia)
HD 20329 b,-1.6137073962366926,-1.3748605328030412,-0.6229073728438217,-0.852614245124674,1,Familia 1 (Población Secundaria)
TOI-4551 b,1.432856680644471,-3.2861553581634317,-0.2588264533655496,-0.2567789919385965,1,Familia 1 (Población Secundaria)
TOI-4559 b,-1.6617860274260294,1.9368285624512755,-0.1588779664334193,-0.1576941227609067,3,Familia 3 (Población Mayoritaria)
TOI-4582 b,3.5406983342717773,-1.7693441680170392,2.1128617376222487,-0.5280440692278597,0,Familia 0 (Población Intermedia)
TOI-4600 b,3.994666959282847,1.5643191738194535,0.3280931825273375,0.8106398264041322,0,Familia 0 (Población Intermedia)
TOI-4602.01,-0.8186601746763618,-0.5800737299166621,-0.721696916284712,-1.4214442210745684,1,Familia 1 (Población Secundaria)
TOI-4603 b,1.654248580224055,-3.614498226342218,1.3685032706086089,0.2146548649433432,1,Familia 1 (Población Secundaria)
TOI-4633 c,8.430648541201716,2.288368612680668,-2.130406613623161,0.6348503455288504,0,Familia 0 (Población Intermedia)
TOI-4641 b,2.066028056046914,-1.2664243789717349,-0.5798364830312904,-0.5938351621164957,1,Familia 1 (Población Secundaria)
TOI-4666 b,-1.157431091468693,0.0093920739168255,0.0929972932027189,2.958698521695428,3,Familia 3 (Población Mayoritaria)
TOI-4734 b,0.5415272665476317,-2.3331998025473903,0.0324367255987141,0.1765763625973989,1,Familia 1 (Población Secundaria)
TOI-4773 b,-0.4870082613293817,-2.9934621098697365,-0.3717444718428959,0.1744503427230139,1,Familia 1 (Población Secundaria)
TOI-4791 b,-0.1386841264852584,-2.009314518059859,-0.5478241800648624,0.5249382962125183,1,Familia 1 (Población Secundaria)
TOI-4794 b,-0.128225655211439,-2.053171471079004,0.0517279807192409,-0.6014857520515798,1,Familia 1 (Población Secundaria)
TOI-4860 b,-1.9255342287894517,1.027679688870771,0.0612642883857498,1.5838076050120684,3,Familia 3 (Población Mayoritaria)
NGTS-30 b,4.828024715180887,1.328072564409359,0.3132115365975113,-0.0285263387544814,0,Familia 0 (Población Intermedia)
TOI-4914 b,1.1119072150166076,-0.5357954073368827,2.067221067555543,-0.699134297351623,1,Familia 1 (Población Secundaria)
TOI-4940 b,1.883426030030589,-0.1891489005266173,0.5224556523864465,0.6032574765327651,0,Familia 0 (Población Intermedia)
TOI-4961 b,0.2050698534347125,-0.5081518227744902,0.7879771016135597,0.7673767196803091,1,Familia 1 (Población Secundaria)
BD-14 3065 b,0.5579785338938841,-3.209657860473796,-0.3382811692851399,-1.4293639781136518,1,Familia 1 (Población Secundaria)
TOI-4994 b,1.7421485165335944,-0.0092598377138229,1.292540023793895,0.1969808241135624,0,Familia 0 (Población Intermedia)
TOI-5005 b,-0.2254980045052793,-0.5311602137743222,-0.1580457508222947,0.2022019118714203,1,Familia 1 (Población Secundaria)
TOI-5027 b,0.8863608817271665,-0.3514625092232487,1.9837570936767064,-0.5321363487970079,1,Familia 1 (Población Secundaria)
TOI-5076 b,0.839259640633058,0.9241707969776384,-0.8591234715796394,0.1043141364141867,3,Familia 3 (Población Mayoritaria)
TOI-5082.01,-0.6920188101866669,-0.3725644288280988,-0.2948482139802172,-0.3667894410800879,1,Familia 1 (Población Secundaria)
TOI-5108 b,0.152734123350917,-1.1670516326624825,-0.0094531901709828,0.1011139314623418,1,Familia 1 (Población Secundaria)
TOI-5110 b,4.064427078970535,-1.6568869948898746,3.7784251921859022,-0.8218398532580942,0,Familia 0 (Población Intermedia)
TOI-5126 b,-0.1316022952963588,-1.5100756719434685,-0.7139667809313898,0.0216948867798874,1,Familia 1 (Población Secundaria)
TOI-5126 c,1.1591410914873232,-0.6377629312040455,-1.0163327819199228,-0.0280752155566969,1,Familia 1 (Población Secundaria)
TOI-5143 c,-0.5129572850569609,-0.4293849282204184,-0.2372071730405012,0.516094584833986,1,Familia 1 (Población Secundaria)
TOI-5181 A b,0.0839758947587122,-2.2312409375608557,0.4230230893136812,0.2627225405637927,1,Familia 1 (Población Secundaria)
TOI-5205 b,-1.7852120967110765,0.9507979889782158,0.1343348527665143,0.8987381927280341,3,Familia 3 (Población Mayoritaria)
TOI-5210 b,-0.2123346748158501,-1.4351792357319964,-0.097461756750752,0.7440856807997009,1,Familia 1 (Población Secundaria)
TOI-5218 b,-0.8167583990730772,-0.055450911031851,-0.189672645700209,1.7917263521546238,3,Familia 3 (Población Mayoritaria)
TOI-5232 b,0.0871398561374217,-2.5025229747605064,-0.4516570634078823,-0.6786917726440046,1,Familia 1 (Población Secundaria)
TOI-5261 b,-0.1077143757654257,-1.3074140953021538,0.7150206318622255,0.9685813483436524,1,Familia 1 (Población Secundaria)
TOI-5293 A b,-0.7255625936224777,0.8554877850635206,2.4371926873633383,0.3223728210407593,3,Familia 3 (Población Mayoritaria)
TOI-5300 b,-1.3638232768024638,0.1051379107252307,-0.261921703710024,-0.0766664071937748,3,Familia 3 (Población Mayoritaria)
TOI-5301 b,1.1089626898033582,-2.8484669975104,1.462715622946888,-0.6229594701685862,1,Familia 1 (Población Secundaria)
TOI-5319 b,-0.9466275164460178,0.8298692323267759,0.392556890182811,0.684552000715382,3,Familia 3 (Población Mayoritaria)
TOI-5322 b,-0.0002189185554436,-1.6084720718290522,-0.2477305096463546,-0.3801663731842304,1,Familia 1 (Población Secundaria)
TOI-5340 b,0.3959489914561984,-2.5177037587942364,0.1966529046339309,0.1351497694336086,1,Familia 1 (Población Secundaria)
TOI-5344 b,-1.0143123781867212,0.3848078216934483,0.2154656302096878,1.7950414763960916,3,Familia 3 (Población Mayoritaria)
TOI-5350 b,0.309428605034138,-1.4124402072980078,-0.4774042647220133,0.2139572748734215,1,Familia 1 (Población Secundaria)
