pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
TOI-1452 b,0.5385968511787976,0.0481326623357244,-0.37801583055761767,-0.4832929303367449,-0.3071428571428571,-0.9471761739987384,-0.7624309392265194,-1.126500461680517,-1.1418199212266362,-1.3110435663627151,-0.5185185185185185,1.2697547683923711
TOI-1453 c,0.14243890933358397,0.1583968122807206,-0.23768884562677686,-0.596783453661721,-0.3071428571428571,-0.012814162713855527,-0.08038674033149178,-0.1820340324495449,-0.25300005909284057,-0.36676798378926045,-1.4074074074074074,0.2506811989100808
TOI-1453 b,-0.16224918440116182,-0.2069143397868307,-0.5324826884676979,-0.6476602546241065,-0.3071428571428571,0.14555192929522617,0.09143646408839785,-0.1820340324495449,-0.25300005909284057,-0.36676798378926045,-1.4074074074074074,0.2506811989100808
TOI-1468 c,0.8081153692320474,0.42042028643523066,-0.2607548666128055,-0.521961968679458,0.4857142857142857,-0.9156787646782979,-0.7457182320441988,-1.0257222002374358,-0.9254297909475164,-1.1009118541033434,-0.2962962962962963,0.9863760217983654
TOI-1468 b,-0.6856864016710729,-0.5631425372593079,-0.4579263410429933,-0.5901865963954356,-0.23642857142857138,-0.21438493820487523,-0.268646408839779,-1.0257222002374358,-0.9254297909475164,-1.1009118541033434,-0.2962962962962963,0.9863760217983654
TOI-1470 b,-0.5125679382085692,-0.4476091515292482,-0.24795703893469587,-0.3786520572350323,1.8357142857142856,-0.14799412448674956,-0.19889502762430938,-0.850019786307875,-0.7213194413107854,-0.8611955420466059,-0.25925925925925924,0.7792915531335138
HIP 9618 b,1.0434992989756298,1.2622575150161401,0.06410979741372794,-0.3460465033877206,-0.3071428571428571,-0.26673712752710255,-0.32751381215469616,0.17359187442289936,0.13373602962028722,0.09321175278622072,-0.32592592592592595,-0.10626702997275123
HIP 9618 c,1.8130789522540092,2.900757226123058,-0.000478725488579306,-0.3901364616971494,-0.3071428571428571,-0.5467690805939773,-0.5631077348066298,0.17359187442289936,0.13373602962028722,0.09321175278622072,-0.32592592592592595,-0.10626702997275123
TOI-1472 b,0.11667225935616063,0.09312537196961164,0.09882613588497446,-0.13608287494724006,-0.014285714285714247,0.14823516720615398,0.017955801104972375,-0.11607967286637647,-0.05277449999863088,-0.05268490374873358,0.7407407407407407,0.04359673024523165
HD 6061 b,-0.022807492067560806,0.03310681736681351,-0.19192244302224595,-0.29688850273367173,-0.3071428571428571,0.29192886489060627,0.2725276243093922,0.3239678142725234,0.2054448979608238,0.2652482269503544,-0.4444444444444445,-0.11716621253406036
TOI-1648 b,0.22228220468010523,0.1737934921291731,-0.1678196746487748,-0.3758499805486553,0.9642857142857143,0.07364284997362316,-0.10911602209944751,-0.24798839203271336,-0.10157922514664344,-0.1337386018237083,0.48148148148148145,0.04359673024523165
TOI-1669 c,-0.47627494696894607,-0.30723976466454267,-0.22109471973631653,-0.2262726883149719,-0.3071428571428571,0.602994658055373,0.562375690607735,0.09339137316976652,0.2769068112811579,0.18378926038500507,0.7555555555555555,-0.2779291553133524
TOI-1680 b,-0.08696985407524803,-0.4021236911840404,-0.4379661965035392,-0.4845807585681926,-0.03492964810313084,-0.7609769053553833,-0.6546961325966851,-1.1053950666139032,-1.2956975678126434,-1.4512664640324215,-0.11111111111111112,1.531335149863761
TOI-1683.01,-0.39279595453608995,-0.3240252063321681,-0.14737365013603002,-0.2981569157369372,0.17824431371931762,0.20360796761402766,0.07078729281767956,-0.48436881677878907,-0.2877242824935359,-0.4079817629179332,0.2362070066258607,0.28882833787465906
TOI-1694 b,-0.25447463372472395,-0.2016240270635913,0.2593356043802823,-0.010620370341907083,0.5642857142857143,0.17640611975565532,0.21961325966850828,-0.16620498614958448,-0.09830049786014934,-0.13779128672745705,-0.11111111111111112,0.14168937329700165
TOI-1695 b,-0.37677767798450534,-0.36959004306016796,-0.3168298179587982,-0.41455182910813215,0.38571428571428573,-0.19538454921315992,-0.24861878453038674,-0.8600448489645166,-0.6297781320881968,-0.7760891590678825,-0.25925925925925924,0.6566757493188001
TOI-1736 b,0.19533497816803946,0.22734625600562866,-0.04332744489275473,-0.24129212298559766,-0.3071428571428571,0.4226986372332663,0.30633977900552484,0.16673262102624983,0.7712383410442422,0.2863221884498482,0.2888888888888888,-0.9318801089918246
TOI-1742 b,1.062764477291267,1.387020367825634,-0.20568657566813017,-0.30498527977480805,1.8357142857142856,-0.09083164874505269,-0.25401933701657453,0.26117926394934704,0.3831346915620567,0.38520770010131716,0.4555555555555555,-0.3242506811989095
TOI-1743 b,-0.16992200872948005,-0.33352269619212815,-0.3350877200174596,-0.46314595097799893,-0.1810105464305945,-0.5559734338338189,-0.5428176795580111,-1.0779580530273052,-0.9986311328257179,-1.128672745694022,0.5555555555555555,1.158038147138964
TOI-1751 b,1.5300837833965968,2.207825993701601,-0.08578291269110509,-0.11460263145515505,2.0285714285714285,-0.29520251981334855,-0.3126519337016575,0.3429626698324759,0.6273453272111815,0.0855116514690983,-1.6407407407407406,-0.8528610354223426
