pl_name,PC1,PC2,PC3,PC4
HIP 9618 b,0.8632317777297286,0.5265624830582096,-0.923707509291075,-0.29254123618574296
HIP 9618 c,2.484015248471068,1.2080777624675194,-1.318616739352391,-0.1937044037369028
HIP 97166 b,0.33977962027115544,0.22390709751909693,1.2065247192439914,0.302767107175261
HR 858 b,-0.679331833885805,-1.2666392008040377,-0.8044035215145656,-0.7453776755269864
HR 858 c,-0.26709852435371967,-0.9503203183576974,-0.852725745487513,-0.7002359571728084
HR 858 d,0.3875519677258366,-0.6131992266635214,-0.9401541127852079,-0.6030800840106365
L 168-9 b,-1.953402135595874,0.876054763498997,-0.3737388454612158,-0.07196327672196028
L 98-59 b,-2.100480154645406,2.3222659972255424,-0.28100600352803023,-1.39072867112478
L 98-59 c,-1.856168287822804,2.4133669123825388,-0.4408412060748628,-1.2377442331254906
L 98-59 d,-1.4059315011286195,2.668059542015899,-0.4763323190940701,-1.2117232842970278
LHS 1478 b,-2.13368224684478,2.0621284302391167,-0.1488439269136933,-0.2043906455433455
LHS 1678 b,-2.350931256847353,1.4778358729168832,-0.09904908659021262,0.05579684247241712
LHS 1678 c,-1.7221684858564212,2.083039378213421,-0.1444651270002196,-0.3132606213805589
LHS 1678 d,-1.5619586965647514,2.203136668727696,-0.15914494525559342,-0.12173892264213523
LHS 1815 b,-1.6128149104162715,1.5708778020806988,-0.4534921534163672,-0.4066706317866995
LHS 1903 b,-1.7744057509407598,1.1938682132718048,-0.32537122819317077,-0.3693936038013122
LHS 1903 c,-0.9929676449705057,1.5840952801052703,0.08373400222785937,-0.34184262655464837
LHS 1903 d,-0.33035771449828705,1.870857978953058,0.13823511316009127,-0.2866375851827735
LHS 3844 b,-2.7297537801937337,1.8151741575547333,-0.10079414645677051,1.1005457148750357
LP 714-47 b,-1.0955923177948512,0.48931694193231007,0.04840525838192597,1.5031576939678843
LP 791-18 b,-2.548983327857287,2.381788407100916,0.06404319357573252,0.19952525039384483
LP 791-18 c,-1.9033047318945209,2.7180221146552785,-0.16963034276565625,0.3584482387340943
LP 890-9 b,-1.8685141510268304,2.705342263718391,1.4425865590917994,0.29194803853400714
LTT 1445 A b,-1.371163998417938,2.533196571525952,1.1403013929464318,-0.12314654537465167
LTT 1445 A c,-1.678967863252419,2.4854199563043493,1.0101648309241797,-1.0742025890292466
LTT 3780 b,-2.3505096399190197,1.2582098139298925,-0.27177953370801894,0.31651184145560074
LTT 3780 c,-0.7190759600554845,2.184710995368413,-0.24776572153450224,0.5343423861314376
LTT 9779 b,-1.506770593390752,-1.6852294718290433,-0.4357240616501119,0.4753085425691812
NGTS-11 b,1.8963731666592676,0.7760292022534656,-0.00011514961235443897,0.8764447030746781
NGTS-20 b,4.465455334510836,-1.018562189984519,1.3564128307757726,-0.17614692432601184
NGTS-27 b,-0.39389526270881536,-2.316572318300128,-0.5863972760389868,-0.3745112240579283
NGTS-30 b,4.684820187434775,1.2306159455740464,0.3255157527101019,-0.006399133318454785
NGTS-31 b,-0.26037141529355784,-1.458343387995882,-0.4930428116967509,0.050099642758619174
NGTS-33 b,-0.2299033030094183,-2.766659654358983,-0.6019191126498564,-0.5953839864579169
NGTS-34 b,2.721138146914193,-0.10545801708210062,-1.0209961940519994,0.27023010647486634
NGTS-35 b,1.336521337859755,0.855401925189448,0.5365008434329134,0.4976243919403163
NGTS-38 b,7.929689761353997,0.3836022893389261,-0.24912995676026747,1.056631256557164
Ross 176 b,-1.0603036042308267,1.7712603497385495,1.1226923336038956,-0.6523374118339813
TIC 139270665 b,1.4562158937547396,0.026186801780429262,-0.14080805119567144,0.4470131518054088
TIC 147027702 b,3.4823892500935205,-1.0988256876954554,-0.581987943971339,-0.7279087973716971
TIC 172900988 b,8.70831095613137,1.4082624385483418,-2.3968491229650617,1.7485131755801437
TIC 183374187 b,0.5411805802198186,-1.1133268971357084,2.4683878690655483,-1.9934002324691187
TIC 237913194 b,1.6377322443444775,-0.4952717889736532,3.019620034048059,-0.00549039094605164
TIC 241249530 b,8.09889244345917,0.8528500296381692,3.8196141589041943,-0.2457529494616656
TIC 245076932 b,2.0212418019815415,-0.49763162320799614,1.8161602239162447,-0.486025220322578
TIC 257060897 b,-0.12739063432777525,-2.5746556322846788,-0.3648062014139165,-0.3181657488311765
TIC 279401253 b,4.620361724289443,0.661551011513884,1.5486747717591167,0.6856241016120559
TIC 365102760 b,0.8163073774580692,-2.7906018571832476,1.6802681719057,-1.294881158822065
TIC 393818343 b,1.8999404824224708,-0.3593845983702601,3.322109781596181,0.6656028253245532
TIC 434398831 b,-0.8071790838609358,-0.452949478208647,-0.39984994903130316,-0.7012097787724024
TIC 434398831 c,-0.38561930512627346,-0.31660789087910146,-0.5585473747930393,-0.48037829109100194
TIC 46432937 b,-1.5839301778742827,0.09750086656314724,0.1505141096856419,1.8365010745201358
TIC 4672985 b,3.6404407565316563,0.4063333111725353,-1.0383673372888789,0.9433672433339473
TIC 52059926 b,6.22331446462143,2.5133542286424637,1.5583622254627056,0.3464734059548257
TIC 87422071 b,0.9200044827854327,-1.5240506125164364,0.09273345468092559,0.17539602931148474
TIC 88785435 b,0.09343500650748739,0.35526115124577823,0.12805842580802845,-0.6286342081853076
TIC 9344899 b,0.22089107902734464,-0.8594406978983462,-0.21500911063868783,0.49087567832371004
TOI-1011 b,-1.2419033177409042,-0.4239558058752666,-0.632538705497749,-0.4248008040500105
TOI-1052 b,0.4633688275681268,-0.8820856375310132,0.3239510502208649,-0.3232216354953617
TOI-1062 b,-0.6120840725422189,-0.16322328011792644,0.5487927000415808,-0.04781852869678416
TOI-1064 b,-0.6654760377203415,0.5582962328523318,-0.23075931656453197,0.031219298770897932
TOI-1064 c,-0.05462766655657893,0.9782612514014172,-0.14143214163108886,-0.09270463625943437
TOI-1075 b,-2.1439884246484557,0.2859453480487288,-0.38761129338397693,-0.31267922706089524
TOI-1080 b,-1.6340281828856291,2.6452108662438953,1.1900991408074748,0.0019750907608507354
TOI-1107 b,0.04046987869802528,-2.4557898084609673,-0.45358560276770626,-0.6523667422700694
TOI-1117 b,-1.1659461783143221,-1.0200148160166795,-0.5906779260252968,-0.09677351625474925
TOI-1130 b,-0.9594653856799884,0.3055729607915238,-0.08334828068183162,0.29333167237839924
TOI-1130 c,-0.25554175938582085,0.19521051962441077,-0.06972130271105978,0.7830632448067082
TOI-1135 b,0.19349564755103926,-0.9860558729152987,-0.3095333675170376,-0.4339198963423965
TOI-1136 b,-0.7569413064705706,-0.4756131597511148,-0.49981902766151765,-0.30516688519805046
TOI-1136 c,-0.2881543344464988,-0.310962705012787,0.0042230651890232465,-0.3033222719729888
TOI-1136 d,0.3150503068389253,0.09493841083430565,-0.5378979070045273,-0.16779929848023942
TOI-1136 e,0.7515031215403881,0.3146157347594386,-0.6313418733992283,-0.1530236277650087
TOI-1136 f,1.293491772068432,0.5365706641189698,-0.9890556375981508,0.010010764716163476
TOI-1136 g,2.045864455438602,0.9011764169505322,-0.9470514798734784,-0.05312958887129574
