pl_name,PC1,PC2,PC3,PC4,Cluster_K2,Familia_Planeta
TOI-122 b,-1.5503387588034012,2.06447667349596,-0.3195583969880967,0.1119658689569058,0,Familia 0 (Población Estándar)
TOI-1221 b,4.326460317863811,1.233657852707063,-0.1181821473830307,0.2768260272645877,1,Familia 1 (Población Exótica/Atípica)
TOI-1231 b,0.3630931965423533,2.129796600971896,-0.040599942916415,0.4442357626872001,0,Familia 0 (Población Estándar)
TOI-1232 b,0.7830288303709552,-0.5185849452626069,-0.2112620567341857,0.5818120474350547,0,Familia 0 (Población Estándar)
TOI-1232 c,1.758044885338675,0.1647313992274552,-0.7843263336208434,0.4926689572897197,0,Familia 0 (Población Estándar)
TOI-1233.01,0.2699561222729303,0.7049402436388577,-0.5451117256496395,-1.2464476636747486,0,Familia 0 (Población Estándar)
TOI-1235 b,-1.2490550389491746,0.5943466950244504,-0.0424289975724653,0.9347468642125634,0,Familia 0 (Población Estándar)
TOI-1238 b,-1.6850994841122782,0.18149973419696,1.2457560426474623,0.5196903131911872,0,Familia 0 (Población Estándar)
TOI-1238 c,-1.13459580966815,0.657235588525728,0.6239663998866088,0.8164728455461112,0,Familia 0 (Población Estándar)
TOI-1243 b,-1.106600448212128,1.6848445050788676,-0.0634839796058858,-0.503342151104109,0,Familia 0 (Población Estándar)
TOI-1246 b,-0.7680989385574087,-0.2655819834679372,-0.3101826452947218,0.1598236673965975,0,Familia 0 (Población Estándar)
TOI-1246 c,-0.629333217613843,0.0107050147001099,-0.5712600967003302,0.2530613713149123,0,Familia 0 (Población Estándar)
TOI-1246 d,0.5812502214049466,0.6125150034194315,-0.807274658024915,0.3459761169849309,0,Familia 0 (Población Estándar)
TOI-1246 e,1.731953922310426,1.0345481221113093,-1.017978272760422,0.5130186223477701,0,Familia 0 (Población Estándar)
TOI-1248 b,-0.7397851480843368,-0.366272352141044,-0.4213303230804929,0.6693704345912307,0,Familia 0 (Población Estándar)
TOI-1249 b,0.3376192747898306,-0.0063994290068826,-0.703636909726129,0.6776928136156842,0,Familia 0 (Población Estándar)
TOI-125 b,-0.5635464718554124,0.0099222521691806,0.6160765371977894,-0.5619005571788489,0,Familia 0 (Población Estándar)
TOI-125 c,-0.185265109099609,0.369719173893234,-0.2923915463522549,-0.4033016845426492,0,Familia 0 (Población Estándar)
TOI-125 d,0.8976064267716547,0.7935422532532109,0.2015694985421185,-0.3845494559870165,0,Familia 0 (Población Estándar)
TOI-1260 b,-1.3289582883338684,0.584858792151355,-0.483760190678635,-0.4115302489992299,0,Familia 0 (Población Estándar)
TOI-1260 c,-0.6840121379941891,0.9464016705612792,-0.5496432545188694,-0.3176059799558121,0,Familia 0 (Población Estándar)
TOI-1260 d,0.1219515523439877,1.3457450429532116,-0.7002845624727814,-0.2568171045929904,0,Familia 0 (Población Estándar)
TOI-1266 b,-0.743492937959565,2.145218907604695,-0.2371840828123625,-0.1140116300521006,0,Familia 0 (Población Estándar)
TOI-1266 c,-0.1697869548144019,2.4197908078749943,-0.1754144486691232,-0.1822954869659796,0,Familia 0 (Población Estándar)
TOI-1266 d,0.5480439593876796,2.71750069134,-0.241141345544271,-0.1855611103459386,0,Familia 0 (Población Estándar)
TOI-1268 b,-0.0716811233459855,-0.4477906205060531,0.2682901182132771,1.144920050505726,0,Familia 0 (Población Estándar)
TOI-1269 b,-0.8931038204359532,0.0202778380011662,-0.6228193322627592,-0.4920288872381821,0,Familia 0 (Población Estándar)
TOI-1272 b,-0.5589968902889693,-0.1097088874538235,1.7307631461428543,-0.1393832642265335,0,Familia 0 (Población Estándar)
TOI-1273 b,-0.3846789931364872,-1.032007961030474,-0.1675444970037772,0.0521710920990201,0,Familia 0 (Población Estándar)
TOI-1278 b,0.0639349617093032,1.0179777057499952,-0.127502767465836,0.9164654379155,0,Familia 0 (Población Estándar)
